_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,does_the_utterance_make_sense,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say,does_the_utterance_make_sense_gold,flab_bad_content,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario_gold,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say_gold,scenario,utterance
1778009086,6/22/2018 21:30:13,false,3779534564,,6/22/2018 21:28:51,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009086,6/22/2018 21:31:16,false,3779536992,,6/22/2018 21:29:01,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009086,6/22/2018 21:35:10,false,3779546529,,6/22/2018 21:33:03,false,clixsense,1.0,44573061,VEN,07,Valencia,190.199.225.38,Yes,1,1,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009087,6/22/2018 21:30:26,false,3779534990,,6/22/2018 21:28:49,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,1,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009087,6/22/2018 21:35:07,false,3779546365,,6/22/2018 21:33:27,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009087,6/22/2018 21:52:54,false,3779584113,,6/22/2018 21:50:34,false,neodev,0.7143,44621100,VEN,25,Caracas,186.167.245.177,Yes,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009088,6/22/2018 21:12:37,false,3779498129,,6/22/2018 21:11:41,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009088,6/22/2018 21:37:10,false,3779551490,,6/22/2018 21:33:45,false,neodev,0.8571,44608917,VEN,04,Maracay,190.6.33.201,Yes,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009088,6/22/2018 21:43:53,false,3779568110,,6/22/2018 21:43:10,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,what might you say to or ask a customer service agent in this scenario
1778009089,6/22/2018 21:26:30,false,3779524856,,6/22/2018 21:24:57,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,No,1,4,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009089,6/22/2018 21:37:01,false,3779551230,,6/22/2018 21:36:00,false,clixsense,1.0,44573061,VEN,07,Valencia,190.199.225.38,No,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009089,6/22/2018 21:50:31,false,3779579960,,6/22/2018 21:46:59,false,neodev,0.7143,44621100,VEN,25,Caracas,186.167.245.177,Yes,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009089,6/22/2018 22:02:03,false,3779599843,,6/22/2018 22:01:26,false,neodev,0.7857,44630948,VEN,20,San Cristóbal,186.95.233.59,No,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009090,6/22/2018 21:13:08,false,3779499237,,6/22/2018 21:11:49,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,1,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009090,6/22/2018 21:17:03,false,3779505985,,6/22/2018 21:16:13,false,elite,0.8571,44625082,PER,"","",190.234.168.234,No,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009090,6/22/2018 21:18:20,false,3779508277,,6/22/2018 21:13:51,false,neodev,0.8333,44255430,VEN,"","",201.242.99.250,No,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009090,6/22/2018 21:30:25,false,3779534943,,6/22/2018 21:28:45,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,No,1,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009090,6/22/2018 21:32:40,false,3779540453,,6/22/2018 21:30:44,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,No,2,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009091,6/22/2018 21:28:34,false,3779530164,,6/22/2018 21:27:29,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,No,1,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009091,6/22/2018 21:30:13,false,3779534567,,6/22/2018 21:28:51,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,No,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009091,6/22/2018 21:48:55,false,3779577254,,6/22/2018 21:46:51,false,neodev,0.8571,44615040,VEN,25,Caracas,186.185.82.26,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009091,6/22/2018 21:49:53,false,3779579022,,6/22/2018 21:49:16,false,neodev,0.7857,44630948,VEN,20,San Cristóbal,186.95.233.59,No,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,buenos dias
1778009092,6/22/2018 21:42:53,false,3779566149,,6/22/2018 21:41:19,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i d like to move in the soonest possible
1778009092,6/22/2018 21:47:49,false,3779575284,,6/22/2018 21:45:45,false,elite,0.7143,44605990,VEN,25,Caracas,186.167.244.190,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i d like to move in the soonest possible
1778009093,6/22/2018 21:26:30,false,3779524845,,6/22/2018 21:24:57,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,Yes,6,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i phoned the moving company and they are ready to bring in my staff
1778009093,6/22/2018 21:27:27,false,3779527213,,6/22/2018 21:25:18,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i phoned the moving company and they are ready to bring in my staff
1778009093,6/22/2018 21:37:01,false,3779551216,,6/22/2018 21:36:00,false,clixsense,1.0,44573061,VEN,07,Valencia,190.199.225.38,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i phoned the moving company and they are ready to bring in my staff
1778009094,6/22/2018 21:11:47,false,3779496832,,6/22/2018 21:10:50,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,3,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to go sign for electricity contract today 
1778009094,6/22/2018 21:12:37,false,3779498130,,6/22/2018 21:11:41,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to go sign for electricity contract today 
1778009094,6/22/2018 21:25:16,false,3779522034,,6/22/2018 21:22:51,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,2,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to go sign for electricity contract today 
1778009094,6/22/2018 21:39:20,false,3779557707,,6/22/2018 21:37:47,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to go sign for electricity contract today 
1778009095,6/22/2018 21:04:57,false,3779484228,,6/22/2018 21:03:45,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to move right away
1778009095,6/22/2018 21:15:29,false,3779503307,,6/22/2018 21:14:50,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to move right away
1778009095,6/22/2018 21:26:55,false,3779525922,,6/22/2018 21:24:52,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to move right away
1778009096,6/22/2018 21:09:31,false,3779492730,,6/22/2018 21:07:50,false,prodege,0.8333,38052379,CAN,BC,Langley,96.48.120.114,Yes,4,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to get this house as soon as possible
1778009096,6/22/2018 21:17:51,false,3779507254,,6/22/2018 21:15:58,false,neodev,0.875,44517633,POL,80,Pilzno,77.254.150.72,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to get this house as soon as possible
1778009096,6/22/2018 21:27:27,false,3779527204,,6/22/2018 21:25:18,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,2,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to get this house as soon as possible
1778009096,6/22/2018 21:31:16,false,3779536982,,6/22/2018 21:29:01,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to get this house as soon as possible
1778009096,6/22/2018 21:34:25,false,3779544579,,6/22/2018 21:32:44,false,neodev,0.8333,44099694,EGY,"","",156.210.4.38,Yes,3,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to get this house as soon as possible
1778009096,6/22/2018 21:37:08,false,3779551422,,6/22/2018 21:34:43,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,4,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to get this house as soon as possible
1778009097,6/22/2018 21:18:52,false,3779509360,,6/22/2018 21:17:26,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i really need to move immediately
1778009097,6/22/2018 21:31:16,false,3779537000,,6/22/2018 21:29:01,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i really need to move immediately
1778009097,6/22/2018 21:35:10,false,3779546524,,6/22/2018 21:33:03,false,clixsense,1.0,44573061,VEN,07,Valencia,190.199.225.38,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i really need to move immediately
1778009098,6/22/2018 21:31:53,false,3779538511,,6/22/2018 21:30:28,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to move now
1778009098,6/22/2018 21:36:26,false,3779549818,,6/22/2018 21:34:19,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to move now
1778009098,6/22/2018 21:48:05,false,3779575718,,6/22/2018 21:46:52,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to move now
1778009099,6/22/2018 21:32:49,false,3779540828,,6/22/2018 21:31:40,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,Yes,3,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,how can i move immediately 
1778009099,6/22/2018 21:35:58,false,3779548517,,6/22/2018 21:35:14,false,clixsense,1.0,44573061,VEN,07,Valencia,190.199.225.38,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,how can i move immediately 
1778009099,6/22/2018 21:41:09,false,3779562636,,6/22/2018 21:37:08,false,neodev,1.0,44561956,VEN,"","",190.199.134.194,Yes,6,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,how can i move immediately 
1778009100,6/22/2018 21:10:48,false,3779494976,,6/22/2018 21:08:37,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,can i move immediately 
1778009100,6/22/2018 21:48:52,false,3779577167,,6/22/2018 21:47:44,false,neodev,0.7857,44630948,VEN,20,San Cristóbal,186.95.233.59,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,can i move immediately 
1778009100,6/22/2018 21:52:45,false,3779583846,,6/22/2018 21:52:01,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,can i move immediately 
1778009101,6/22/2018 21:30:42,false,3779535615,,6/22/2018 21:30:00,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,2,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when can i pay 
1778009101,6/22/2018 21:42:53,false,3779566142,,6/22/2018 21:41:19,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,1,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when can i pay 
1778009101,6/22/2018 21:54:48,false,3779587308,,6/22/2018 21:53:58,false,neodev,0.7857,44630948,VEN,20,San Cristóbal,186.95.233.59,Yes,1,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when can i pay 
1778009102,6/22/2018 21:17:03,false,3779505987,,6/22/2018 21:16:13,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when we can do it
1778009102,6/22/2018 21:17:12,false,3779506199,,6/22/2018 21:15:59,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,3,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when we can do it
1778009102,6/22/2018 21:18:20,false,3779508279,,6/22/2018 21:13:51,false,neodev,0.8333,44255430,VEN,"","",201.242.99.250,Yes,2,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when we can do it
1778009102,6/22/2018 21:30:25,false,3779534945,,6/22/2018 21:28:45,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,2,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when we can do it
1778009103,6/22/2018 21:05:59,false,3779486374,,6/22/2018 21:04:59,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,4,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,how we have to pay
1778009103,6/22/2018 21:11:39,false,3779496586,,6/22/2018 21:10:07,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,how we have to pay
1778009103,6/22/2018 21:23:40,false,3779518753,,6/22/2018 21:21:00,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,1,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,how we have to pay
1778009104,6/22/2018 21:11:47,false,3779496834,,6/22/2018 21:10:50,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,3,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,the place is free to move 
1778009104,6/22/2018 21:18:52,false,3779509367,,6/22/2018 21:17:26,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,3,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,the place is free to move 
1778009104,6/22/2018 21:49:53,false,3779579033,,6/22/2018 21:48:08,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,the place is free to move 
1778009105,6/22/2018 21:05:59,false,3779486380,,6/22/2018 21:04:59,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when can i move 
1778009105,6/22/2018 21:11:39,false,3779496584,,6/22/2018 21:10:07,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,2,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when can i move 
1778009105,6/22/2018 21:49:53,false,3779579038,,6/22/2018 21:48:08,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,when can i move 
1778009106,6/22/2018 21:12:37,false,3779498132,,6/22/2018 21:11:41,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i am looking for a place to move in these moments
1778009106,6/22/2018 21:23:40,false,3779518765,,6/22/2018 21:21:00,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i am looking for a place to move in these moments
1778009106,6/22/2018 21:49:53,false,3779579028,,6/22/2018 21:48:08,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i am looking for a place to move in these moments
1778009107,6/22/2018 21:14:14,false,3779500963,,6/22/2018 21:13:10,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to move immediately can you manage 
1778009107,6/22/2018 21:48:01,false,3779575654,,6/22/2018 21:46:54,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to move immediately can you manage 
1778009107,6/22/2018 22:05:58,false,3779606491,,6/22/2018 22:05:21,false,elite,0.8333,44615262,VEN,13,Barquisimeto,186.14.157.5,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to move immediately can you manage 
1778009108,6/22/2018 21:11:47,false,3779496831,,6/22/2018 21:10:50,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i have some issues so needs to move immediately what should i do 
1778009108,6/22/2018 21:18:52,false,3779509349,,6/22/2018 21:17:26,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i have some issues so needs to move immediately what should i do 
1778009108,6/22/2018 21:49:53,false,3779579031,,6/22/2018 21:48:08,false,neodev,0.7857,44562650,VEN,"","",190.198.76.10,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i have some issues so needs to move immediately what should i do 
1778009109,6/22/2018 21:28:14,false,3779529215,,6/22/2018 21:27:01,false,neodev,0.8333,44634433,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,please manage for me an immediate move 
1778009109,6/22/2018 21:28:29,false,3779529929,,6/22/2018 21:26:41,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,please manage for me an immediate move 
1778009109,6/22/2018 21:50:31,false,3779579961,,6/22/2018 21:46:59,false,neodev,0.7143,44621100,VEN,25,Caracas,186.167.245.177,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,please manage for me an immediate move 
1778009110,6/22/2018 21:10:48,false,3779494987,,6/22/2018 21:08:37,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to relocate immediately
1778009110,6/22/2018 21:48:52,false,3779577161,,6/22/2018 21:47:44,false,neodev,0.7857,44630948,VEN,20,San Cristóbal,186.95.233.59,Yes,6,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need to relocate immediately
1778009111,6/22/2018 21:20:58,false,3779512990,,6/22/2018 21:18:59,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to buy a property as soon as possible
1778009111,6/22/2018 21:32:40,false,3779540455,,6/22/2018 21:30:44,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,5,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to buy a property as soon as possible
1778009111,6/22/2018 21:39:20,false,3779557703,,6/22/2018 21:37:47,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i want to buy a property as soon as possible
1778009112,6/22/2018 21:26:30,false,3779524851,,6/22/2018 21:24:57,false,clixsense,0.8889,44628264,VEN,25,Caracas,186.188.19.167,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need a property that is ready to live i must move as soon as possible
1778009112,6/22/2018 21:27:27,false,3779527219,,6/22/2018 21:25:18,false,elite,0.7692,43966431,VEN,25,Caracas,186.167.244.5,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need a property that is ready to live i must move as soon as possible
1778009112,6/22/2018 21:37:01,false,3779551223,,6/22/2018 21:36:00,false,clixsense,1.0,44573061,VEN,07,Valencia,190.199.225.38,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,i need a property that is ready to live i must move as soon as possible
1778009113,6/22/2018 21:10:48,false,3779494995,,6/22/2018 21:08:37,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009113,6/22/2018 21:43:16,false,3779566791,,6/22/2018 21:42:43,false,neodev,0.8571,44608917,VEN,04,Maracay,190.6.33.201,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009113,6/22/2018 21:52:45,false,3779583844,,6/22/2018 21:52:01,false,neodev,0.8571,44608635,VEN,"","",190.77.252.75,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009114,6/22/2018 21:08:13,false,3779490484,,6/22/2018 21:04:51,false,clixsense,0.8333,44508118,JAM,08,Kingston,69.79.200.165,Yes,7,4,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009114,6/22/2018 21:14:14,false,3779500941,,6/22/2018 21:13:27,false,elite,0.8571,44625082,PER,"","",190.234.168.234,Yes,5,5,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009114,6/22/2018 21:15:57,false,3779503988,,6/22/2018 21:14:50,false,clixsense,0.9286,43937765,UKR,07,Kharkiv,188.163.88.33,Yes,6,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009115,6/22/2018 21:20:58,false,3779512986,,6/22/2018 21:18:59,false,elite,0.7857,44268551,EGY,11,Cairo,217.54.8.238,Yes,1,6,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
1778009115,6/22/2018 21:42:17,false,3779564928,,6/22/2018 21:41:12,false,neodev,1.0,44561956,VEN,"","",190.199.134.194,Yes,7,7,,ACCEPTABLE_CONTENT,,,You are looking to move immediately,you are looking to move immediately
