,SPEECH,CLUSTER_ID,SCENARIO,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,IS_BAD_CLUSTER
2799,how much is the first installment ,3,You want to know how much your down payment should be,,0.30575267262,
598,what is the first step to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
556,what should i do to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
599,what should i do to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
555,what documents should i have to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
547,i want to know what is the first step to buy a house,4,You want to know what the first step to buying a home is,,0.20500494607,
557,what is the first step to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
558,what steps should i follow to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
560,what do you recommend doing to buy a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
561,what is the first thing i have to do to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
554,what is the first step to by done to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
573,what is first step in buying a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
583,what is the first step to buy a home,4,You want to know what the first step to buying a home is,,0.20500494607,
580,how do i buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
582,i want to know what the first step to buy a home,4,You want to know what the first step to buying a home is,,0.20500494607,
597,what is the first thing i must do to buy a house,4,You want to know what the first step to buying a home is,,0.20500494607,
553,what is the first step needed to buy a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
508,to buy a new home what s the first step ,4,You want to know what the first step to buying a home is,,0.20500494607,
536,what is my first plan of action to buy a home,4,You want to know what the first step to buying a home is,,0.20500494607,
546,what is the first step to buy a house,4,You want to know what the first step to buying a home is,,0.20500494607,
932,how long does it take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
1843,please tell me how much money i need to buy a home ,4,You want to know how much credit score you need to buy a home,,0.20500494607,
933,how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
647,are 500000 will be enough to buy a new home ,4,You want to know how your credit score affects home buying,,0.20500494607,
1900,what actions to buy a house ,4,You want to know how much credit score you need to buy a home,,0.20500494607,
945,how long will it take to get a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
946,can i buy a house in such a long time ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
948,how long does it take to sign the purchase papers for a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
539,what do you recommend as a first step to buying a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
929,what documents should i have to buy a house and how long will it take ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
950,how long does it take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
951,how long does it take to get a house in a residential area ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
537,what is usually the first step to buying a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
953,how long does it take to do the owner change paperwork ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
954,how long does it take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
893,how long does it take me to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
930,i want to know how much time it takes to buy a house,4,You want to know how long it usually takes to buy a home,,0.20500494607,
957,how long does it take to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
924, how long take the process to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
958,is it too long to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
923,how much time does it take to buy a new home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
922,is there an specific time that it takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
959,what is the average time needed to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
641,if i have a large debt is it feasible to buy a home ,4,You want to know how your credit score affects home buying,,0.20500494607,
507,what s the first step to buying a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
579,what the first step to buying a home,4,You want to know what the first step to buying a home is,,0.20500494607,
1151,can you tell me about all the fees related to buying a home ,4,"You want to know about other fees, beside downpayment",,0.20500494607,
495,what is the first thing i have to do to buy a home ,4,You want to know what the first step to buying a home is,,0.20500494607,
498,you want to know what the first step to buying a home is,4,You want to know what the first step to buying a home is,,0.20500494607,
531,what is the first step to buying home ,4,You want to know what the first step to buying a home is,,0.20500494607,
856,is buying a house a long process ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
534,how to start buying a home,4,You want to know what the first step to buying a home is,,0.20500494607,
858,how long will it takes to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
915,how long it usually takes to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
860,how many days or months will it take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
861,i want to know how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
864,how long does it take to buy a home ,4,You want to know how long it usually takes to buy a home,*,0.20500494607,
867,sir what do you think how much time i need to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
868,how much time anyone require to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
869,please guide me how long it will take to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
870,how long does it take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
845,i want to know how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
871,is the process to buy a house very long ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
844,what want to know how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
493,the first step to buying a house is ,4,You want to know what the first step to buying a home is,,0.20500494607,
485,can want to know what the first step to buying a home is ,4,You want to know what the first step to buying a home is,,0.20500494607,
484,i want to know what the first step to buying a home is ,4,You want to know what the first step to buying a home is,,0.20500494607,
483,where want to know what the first step to buying a home is ,4,You want to know what the first step to buying a home is,,0.20500494607,
522,we are planning to buy a home what is the first step i should take ,4,You want to know what the first step to buying a home is,,0.20500494607,
523,can u please tell me what is the first step we should take to buy a new home ,4,You want to know what the first step to buying a home is,,0.20500494607,
513,what is the first thing i have to do to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
902,i m a bit rushed how long will it take to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
524,i want to know about first step to buy a new home ,4,You want to know what the first step to buying a home is,,0.20500494607,
900,how long will it take to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
512,the first stage when buying a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
903,is buying a home a lengthy process ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
489,how to we begin to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
490,what are the first steps for buying a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
511,the first step to buying a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
492,what is the first thing i should do to buy a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
843,can i know how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
872,does it take a long time to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
859,is buying a house a long time ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
917,it is long the process to buy a new home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
916,how many days it ussually takes to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
889,can you tell me how long it usually takes to purchase a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
887,what is the period usually taken to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
873,you want to know how long it usually takes to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
886,what the duration does it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
890,can you give me an average length of time to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
500,you want to know what the first step to buying a home is,4,You want to know what the first step to buying a home is,,0.20500494607,
535,what should i do first to buy a home,4,You want to know what the first step to buying a home is,,0.20500494607,
885,how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
884,how long last the process to buy a new home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
883,to buy a home how long it usually takes ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
882,how long it usually takes to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
888,what is the usual time limit it takes to purchase a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
874,you want to know how long it usually takes to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
881,how long will it take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
921,how long does it take to buy a home ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
879,how long does it usually take to buy a house ,4,You want to know how long it usually takes to buy a home,,0.20500494607,
510,what is the first step to buying a house ,4,You want to know what the first step to buying a home is,,0.20500494607,
499,you want to know what the first step to buying a home is,4,You want to know what the first step to buying a home is,,0.20500494607,
875,you want to know how long it usually takes to buy a home,4,You want to know how long it usually takes to buy a home,,0.20500494607,
2097,what is the crime rate in neighborhood a ,5,You want to live in Neighborhood A,,0.141119980118,
1335,what is the price of the apartment ,5,You are looking for a single family home,,0.141119980118,
2868,what is the cost for the area ,5,You want to know how much your down payment should be,,0.141119980118,
2816,what is the initial payment the amount of the payment,5,You want to know how much your down payment should be,,0.141119980118,
2384,what is the scope of your job as an agent ,5,You want to know what service the real estate agent provides,,0.141119980118,
2957,is the repetition of the previous sentence possible ,5,You want a real estate agent to repeat what they just said,,0.141119980118,
1245,what is the amount for the deposit ,5,You want to know how much deposit will be,,0.141119980118,
1366,what is the financing,5,You are looking for a single family home,,0.141119980118,
1206,what is the security deposit ,5,You want to know how much deposit will be,,0.141119980118,
1608,what is the average number of homes people look at before making a decision ,5,You want to know how many homes you should view before making a decision,,0.141119980118,
15,what is the price of the apartment ,5,You want to know how much a real estate agent charge,,0.141119980118,
100,what is the type of relationship with the owners ,5,You want to know how much a real estate agent charge,,0.141119980118,
585,what is the price ,5,You want to know what the first step to buying a home is,,0.141119980118,
2864,what is the downpayment for that house ,5,You want to know how much your down payment should be,,0.141119980118,
1204,what is the required deposit ,5,You want to know how much deposit will be,,0.141119980118,
1837,what is the time to pay the credit score,5,You want to know how much credit score you need to buy a home,,0.141119980118,
2098,what is the range of home values in neighborhood a ,5,You want to live in Neighborhood A,,0.141119980118,
1605,what is the maximum number of houses i can see before deciding on the one to buy ,5,You want to know how many homes you should view before making a decision,,0.141119980118,
1192,what is the other fees beside downpayment ,5,"You want to know about other fees, beside downpayment",,0.141119980118,
2791,what is the cost for the down payment,5,You want to know how much your down payment should be,,0.141119980118,
1188,what is the postpay payment method ,5,"You want to know about other fees, beside downpayment",,0.141119980118,
1455,what is the price of the home ,5,You want to know about nearby grocery store ,*,0.141119980118,
46,what is a realtor fee ,5,You want to know how much a real estate agent charge,,0.141119980118,
3104,what is the subletting policy ,5,You want to know the subletting policy ,,0.141119980118,
1200,what is the deposit ,5,You want to know how much deposit will be,,0.141119980118,
1429,what is the number of rooms in the house ,5,You are looking for a single family home,,0.141119980118,
1313,what is the min value i can start ,5,You want to know how much deposit will be,,0.141119980118,
1312,what is the min deposit ,5,You want to know how much deposit will be,,0.141119980118,
3108,what is a politice here ,5,You want to know the subletting policy ,,0.141119980118,
2411,what is the lease period ,5,You want to know the duration of the lease term,,0.141119980118,
2802,what is the downpayment,5,You want to know how much your down payment should be,,0.141119980118,
2803,what is the initial payment to book the apartment,5,You want to know how much your down payment should be,,0.141119980118,
1768,what is the price of the condo ,5,You are looking for a condo,,0.141119980118,
2066,what is the neighborhood like in neighborhood a ,5,You want to live in Neighborhood A,,0.141119980118,
1212,what is the deposit,5,You want to know how much deposit will be,,0.141119980118,
2573,what is the quanty of rooms in the apartment ,5,You want to know how many bedrooms the apartment has,,0.141119980118,
3099,what is the simple leasing policy ,5,You want to know the subletting policy ,,0.141119980118,
1649,what is the number of houses in this area ,5,You want to know how many homes you should view before making a decision,,0.141119980118,
1648,what is the amount of house that i must see to decide for me ,5,You want to know how many homes you should view before making a decision,,0.141119980118,
2064,what is the price range of the houses in neighborhood a ,5,You want to live in Neighborhood A,,0.141119980118,
24,what is the price of your commissions ,5,You want to know how much a real estate agent charge,,0.141119980118,
2569,what is the bed size on that rooms ,5,You want to know how many bedrooms the apartment has,,0.141119980118,
2060,what is the price range of properties in this area ,5,You want to live in Neighborhood A,,0.141119980118,
2653,what is the criminality rate here ,5,You want to know how safe the neighborhood is,,0.141119980118,
20,what is the exact amount ,5,You want to know how much a real estate agent charge,,0.141119980118,
898,what is the complete tenure of buying a house usually,5,You want to know how long it usually takes to buy a home,,0.141119980118,
1142,what is the total cost including downpayment and additional taxes and fees,5,"You want to know about other fees, beside downpayment",,0.141119980118,
197,how long is the closing process,5,You want to know what happens during closing process,,0.141119980118,
1861,what is the initial fee,5,You want to know how much credit score you need to buy a home,,0.141119980118,
3055,what is the policy to sublet other tenants,5,You want to know the subletting policy ,,0.141119980118,
3057,what is involved in the subletting policy ,5,You want to know the subletting policy ,,0.141119980118,
228,what is the employee s procedure at closing time ,5,You want to know what happens during closing process,,0.141119980118,
1507,what is the store s schedule ,5,You want to know about nearby grocery store ,,0.141119980118,
1973,what is the square footage of the apartment ,5,You want to know how big the apartment is,,0.141119980118,
1259,what is the deposit for this ,5,You want to know how much deposit will be,,0.141119980118,
1976,what is the size of this apartment ,5,You want to know how big the apartment is,,0.141119980118,
3436,what is the parking of an apartment in order ,5,You want to know the parking situation of the apartment,,0.141119980118,
236,how long is the closing process ,5,You want to know what happens during closing process,,0.141119980118,
239,what is the closing process,5,You want to know what happens during closing process,,0.141119980118,
1931,what is the total area of the apartment ,5,You want to know how big the apartment is,,0.141119980118,
1284,what is the minimum deposit will be ,5,You want to know how much deposit will be,,0.141119980118,
2420,what is the estimated term,5,You want to know the duration of the lease term,,0.141119980118,
2676,what is the situation about security around the neighborhood ,5,You want to know how safe the neighborhood is,,0.141119980118,
467,what is the contact number in the event one of the amenties is out of service,5,You want to know the amenties that are in the building,,0.141119980118,
3031,what is the sublease policy ,5,You want to know the subletting policy ,,0.141119980118,
237,how is the closing process,5,You want to know what happens during closing process,,0.141119980118,
2672,what is the percentage of security in this neighborhood ,5,You want to know how safe the neighborhood is,,0.141119980118,
3434,what is the situation with parking ,5,You want to know the parking situation of the apartment,,0.141119980118,
1971,what is the size of the apartment ,5,You want to know how big the apartment is,,0.141119980118,
1014,what is the budjet for your project ,5,Your budget is around 500K ,,0.141119980118,
1104,what is the annual property tax,5,"You want to know about other fees, beside downpayment",,0.141119980118,
191,is the closing process long ,5,You want to know what happens during closing process,,0.141119980118,
735,what is the price of the apartment ,5,You are looking for an luxury home,,0.141119980118,
189,how long is the closing process ,5,You want to know what happens during closing process,,0.141119980118,
1945,what is the size of the apartment ,5,You want to know how big the apartment is,,0.141119980118,
3043,what is subletting policy ,5,You want to know the subletting policy ,,0.141119980118,
209,what is the process and what should be done during the closure ,5,You want to know what happens during closing process,,0.141119980118,
181,is the closing process difficult ,5,You want to know what happens during closing process,,0.141119980118,
3036,what is a subletting policy,5,You want to know the subletting policy ,,0.141119980118,
1097,what is prepaid ,5,"You want to know about other fees, beside downpayment",,0.141119980118,
3051,what is subletting policy ,5,You want to know the subletting policy ,,0.141119980118,
1096,what is the price and what the fees are ,5,"You want to know about other fees, beside downpayment",,0.141119980118,
2536,what is the comfort of the rooms in this apartment ,5,You want to know how many bedrooms the apartment has,,0.141119980118,
1095,what is the price of the apartment ,5,"You want to know about other fees, beside downpayment",,0.141119980118,
173,what is the closing process ,5,You want to know what happens during closing process,,0.141119980118,
172,what is the next thing after the closing process ,5,You want to know what happens during closing process,,0.141119980118,
2854,what is the initial purchase fee ,5,You want to know how much your down payment should be,,0.141119980118,
3068,what is the sublease policy ,5,You want to know the subletting policy ,,0.141119980118,
