_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,response_1,response_2,response_3,scenario
1403461970,10/11/17 21:31,2909657203,10/11/17 21:15,FALSE,neodev,1,41034016,VEN,25,Caracas,186.167.250.57,This is a really bad service!,I am so late due to the poor service this airline gives!,Do you recommend another airline more responsible?,You are threatening to never to use this airline again
1403461970,10/11/17 22:01,2909712022,10/11/17 21:56,FALSE,neodev,1,41429888,VEN,23,Cabimas,201.209.201.75,"Yes, because of the bad service they gave me",no,no,You are threatening to never to use this airline again
1403461970,10/11/17 21:53,2909696513,10/11/17 21:44,FALSE,elite,1,41472139,EGY,3,Damanhour,197.43.27.149,I think I will never use this airline again.,I am thinking about not using this airline again.,Being like that makes me think about not using this airline again.,You are threatening to never to use this airline again
1403461970,10/11/17 22:30,2909747258,10/11/17 22:18,FALSE,clixsense,1,41701371,VEN,25,Caracas,190.36.122.111,I will not travel again in this airline are irresponsible,the worst flight of my life will not travel again in this airline,I will never travel with you again,You are threatening to never to use this airline again
1403461970,10/11/17 21:21,2909637504,10/11/17 21:14,FALSE,neodev,1,41766417,VEN,4,Maracay,201.208.26.242,Will this airline improve its service?,Does the airline have the same problems?,"I do not want to travel with this airline, what other options are there?",You are threatening to never to use this airline again
1403461970,10/11/17 21:44,2909683383,10/11/17 21:44,FALSE,neodev,1,41807814,VEN,25,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,You are threatening to never to use this airline again
1403461970,10/11/17 21:27,2909647373,10/11/17 21:16,FALSE,neodev,1,42011823,VEN,4,Maracay,186.92.44.117,i can find another  airline,why this is happening,we need find a solution for both,You are threatening to never to use this airline again
1403461970,10/11/17 21:28,2909651060,10/11/17 21:25,FALSE,clixsense,1,42126087,GRC,35,Athens,89.210.133.40,To who do I talk to-  I'd never to use this airline again!,To who do I talk to-  I'd never to use this airline again!,To who do I talk to-  I'd never to use this airline again!,You are threatening to never to use this airline again
1403461970,10/11/17 23:25,2909818757,10/11/17 23:17,FALSE,clixsense,1,42160208,UKR,,,91.227.151.146,I do not like your company,awful service,the last time I contacted you,You are threatening to never to use this airline again
1403461970,10/11/17 21:18,2909632182,10/11/17 21:14,FALSE,neodev,1,42740374,TUR,68,Ankara,176.88.29.229,"i dont what to fly this airfly, what happened?","i dont what to fly this airfly, what happened? if i change my chair?","i dont what to fly this airfly, what happened? i didn't like.",You are threatening to never to use this airline again
1403461970,10/11/17 22:01,2909712159,10/11/17 21:46,FALSE,neodev,1,42884031,VEN,25,Caracas,186.90.234.249,"No, I'm not threatening, I'm actually gonna change this airline","If you can't solve my problem, may be I could change this airline",can I talk to your supervisor?,You are threatening to never to use this airline again
1403461970,10/11/17 22:00,2909710451,10/11/17 21:47,FALSE,neodev,1,43162037,GHA,1,Accra,41.189.163.62,What happened?,Did a flight attendant offend you?,Is it about safety of our flights?,You are threatening to never to use this airline again
1403461970,10/11/17 22:46,2909769080,10/11/17 22:17,FALSE,neodev,1,43208229,VEN,25,Caracas,201.209.131.60,I am so disappointed that I would consider not to use or recommend this airline in the future,"Should this subject is not solved  by tomorrow,  I  will never use this airline again.",This is not acceptable! Do not count me among your clients anymore!,You are threatening to never to use this airline again
1403461970,10/11/17 22:25,2909741684,10/11/17 22:17,FALSE,neodev,1,43603766,VEN,,,186.24.4.226,I do not think I'll fly again with you,Their service is terrible I will look for another option to travel,Do you want me to change my airline?,You are threatening to never to use this airline again
1403461970,10/11/17 21:23,2909639644,10/11/17 21:14,FALSE,neodev,1,43615460,EGY,12,Benha,156.214.127.74,it's complacted really why ?,what can i do it's so bad airline and it's last time !,I do not want to try this again !,You are threatening to never to use this airline again
1403461970,10/11/17 22:21,2909736780,10/11/17 22:14,FALSE,neodev,1,43642908,VEN,7,Valencia,190.79.79.9,do not fly again with you ever,I will not use your services again,I will never fly with you,You are threatening to never to use this airline again
1403461970,10/11/17 21:15,2909628964,10/11/17 21:14,FALSE,neodev,1,43650485,EGY,11,Cairo,156.211.251.26,Are taxis available to book right now?,Are taxis available to book right now?,Are taxis available to book right now?,You are threatening to never to use this airline again
1403461970,10/11/17 21:54,2909697748,10/11/17 21:45,FALSE,neodev,1,43661460,VEN,,,190.207.59.93,I will never use this airline again,"If you do not solve my problem, I will not use this airline again","If they do not improve the quality, I will not use this airline again",You are threatening to never to use this airline again
1403461970,10/11/17 21:51,2909693085,10/11/17 21:45,FALSE,neodev,1,43704247,VEN,23,Cabimas,190.77.18.38,I'm threatening to never use this airline,This airline is bad the service is too poor,I will never take a flight with this airline the service is bad,You are threatening to never to use this airline again
1403461970,10/11/17 21:20,2909635918,10/11/17 21:20,FALSE,neodev,1,43765666,VEN,7,Guacara,186.89.123.89,dsgdgsasdgag,dsgsd,sadgsd,You are threatening to never to use this airline again
1403461970,10/11/17 21:50,2909691371,10/11/17 21:45,FALSE,neodev,1,43777305,EGY,11,Cairo,41.42.70.235,i won't use this airline agian,i will stop using this airline,i will never book a flight in this airline,You are threatening to never to use this airline again
1403461970,10/11/17 21:34,2909663485,10/11/17 21:16,FALSE,clixsense,1,43781014,MNE,0,Budva,62.4.55.102,I warn you I will not use this airline again.,I will not use this airline again.,I will not use this airline again. Be sure!,You are threatening to never to use this airline again
1403461970,10/11/17 22:07,2909719857,10/11/17 21:48,FALSE,neodev,1,43783122,EGY,17,Assiut,197.39.73.95,Why are you being threatened not to travel again?,I have committed something wrong so I can not travel to this place,I did nothing to be threatened not to travel again,You are threatening to never to use this airline again
1403461970,10/11/17 23:01,2909789587,10/11/17 22:50,FALSE,elite,1,43821915,MEX,12,Acapulco,187.151.165.141,I will never fly with you,"are the worst airline, there are better ones to fly, I will never do it with you","if you do not help me solve my problem, I stopped flying with you",You are threatening to never to use this airline again
1403461970,10/11/17 22:37,2909757519,10/11/17 22:18,FALSE,neodev,1,43825606,VEN,13,Barquisimeto,201.249.96.90,bad attention,the storage of luggage lasts a lot,too much waiting for the flight to go,You are threatening to never to use this airline again
1403461970,10/11/17 22:05,2909717462,10/11/17 21:46,FALSE,neodev,1,43842917,EGY,,,156.203.100.225,what a bad service i will never use this airline again,i didn't get my request  iam thinking about never to use this airline,is that the way you treat all your customers  i will never use your airline again,You are threatening to never to use this airline again
1403461970,10/11/17 22:04,2909715488,10/11/17 21:45,FALSE,bitcoinget,1,43851130,USA,NY,New York,162.243.39.208,I will never use this airline again,Want you to know I will never use this airline again,For your information I will never use this airline again,You are threatening to never to use this airline again
1403461970,10/11/17 22:12,2909725897,10/11/17 21:47,FALSE,bitcoinget,1,43851278,USA,NY,New York,162.243.39.208,I will never use this airline again,Want you to know I will never use this airline again,Know now that I will never use this airline again,You are threatening to never to use this airline again
1403461970,10/11/17 22:03,2909714058,10/11/17 21:45,FALSE,neodev,1,43875791,SRB,0,Belgrade,93.87.165.30,How much money will I get if you lose my luggage?,Why I must to declare everything I take with myself?,Why do you let overweight peaple to book only one seat?,You are threatening to never to use this airline again
1403461974,10/11/17 22:47,2909770464,10/11/17 22:25,FALSE,clixsense,1,21764533,HRV,12,Rijeka,78.2.113.83,I booked my flight on the wrong day. Can I change it?,Is it possible to change my flight for another? Same destination but different time?,I booked my flight on the wrong day. Can you help me to change it?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:04,2909715586,10/11/17 21:48,FALSE,neodev,1,32512686,VEN,4,Maracay,200.93.70.139,when there are flights available,I will have to pay something else,they gave me the wrong information,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:02,2909712762,10/11/17 21:48,FALSE,neodev,1,33110177,VEN,19,Carúpano,190.204.98.175,I would like to change the date of my flight.,Would you mind helping me to change the date of my booked flight,How can I do to change the date of my flight since I booked it with a wrong date?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:32,2909750727,10/11/17 22:22,FALSE,clixsense,1,34968890,PHL,D9,Pasig City,120.28.109.117,What is your rules on rebooking?,Do you have any charges for rebooking a flight?,Do you have any flights on this particular date and time?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:26,2909646451,10/11/17 21:18,FALSE,neodev,1,36312400,VEN,6,Puerto Ordaz,190.207.114.243,Can I change the flight date?,there are flights for this date?,Is this date available for travel?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:50,2909691911,10/11/17 21:48,FALSE,neodev,1,38366779,RUS,10,Bryansk,2.93.179.230,hkjasdhajkdh,hkjadshdkjah,hakhdkajdh,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:56,2909703281,10/11/17 21:47,FALSE,neodev,1,38372558,BRA,29,Goiania,200.163.232.161,"My flight is to date wrong, please repair.","My flight is on the wrong date, I need another date.",I need to change a flight date because it has another date.,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 23:10,2909800243,10/11/17 23:01,FALSE,clixsense,1,39078729,EGY,11,Cairo,41.237.4.122,I have booked a wrong trip. Can I change it?,Can I change the time of my trip?,The time of the trip is not suitable for me. Can I change it?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:32,2909751083,10/11/17 22:24,FALSE,clixsense,1,39767721,RUS,73,Kazan,188.162.195.224,"I booked a flight and it is not correct, how do I change it?","I not correctly booked, how to change the flight?",Help to change flight,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:33,2909662051,10/11/17 21:25,FALSE,neodev,1,40062468,PER,15,Lima,179.7.132.177,"Hello, I would like to change my flight, my girlfriend has the wrong date, is it possible to do it?","I've tried to change it on the internet, why isn't it possible?",Is there an additional charge for changing the flight?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:08,2909721071,10/11/17 21:49,FALSE,neodev,1,40141799,VEN,,,190.198.74.31,"hello, how i can change my flight?","hello, i want change my booked flight to other day!","hello, sorry i did a mistake and my booked day is wrong, i want change it!",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:51,2909692775,10/11/17 21:49,FALSE,clixsense,1,40289526,TUR,20,Denizli,176.233.184.158,I need an important job to do,no,no,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:16,2909630448,10/11/17 21:15,FALSE,neodev,1,40956186,EGY,,,62.114.130.5,You want to cancel your flight,You want to cancel your flight,You want to cancel your flight,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:26,2909645225,10/11/17 21:16,FALSE,clixsense,1,41701371,VEN,25,Caracas,190.36.122.111,I would like to change the day of my flight,what is the penalty for changing my flight,could i advance my flight,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:59,2909785286,10/11/17 22:53,FALSE,neodev,1,41766417,VEN,4,Maracay,201.208.26.242,fine for changing flight day,I need availability for a day other than the one already booked,"I'm going to change my flight, what do I need?",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:46,2909686383,10/11/17 21:46,FALSE,neodev,1,41807814,VEN,25,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:24,2909740136,10/11/17 22:18,FALSE,clixsense,1,41904763,VEN,25,Caracas,190.36.114.90,I need to change my flight due to an error that occurred when I purchased it,could I change my ticket,I would like to change the day of my flight,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:49,2909690411,10/11/17 21:47,FALSE,clixsense,1,42126087,GRC,35,Athens,89.210.133.40,I need to change the day of the booked flight,I need to change the day of the booked flight,I need to change the day of the booked flight,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:33,2909662019,10/11/17 21:20,FALSE,neodev,1,42432753,MAR,45,Casablanca,160.178.120.179,can you cancel my flight cause it s wrong ?,my date is wrong can you fix it ?,can you correct my date please ?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:23,2909639697,10/11/17 21:18,FALSE,neodev,1,42740374,TUR,68,Ankara,176.88.29.229,how can i change my flight?,"how can i change my flight? if i go wrong day, what will happened?","how can i change my flight? if i go wrong day, what will happened? and what happened if i go on time?",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:36,2909667975,10/11/17 21:17,FALSE,clixsense,1,43250263,UKR,18,Poltava,213.174.29.4,please tell me how to change the mistake in the booked flight for the wrong day,"tell me please, I booked the flight on the wrong day, how can I fix it?",tell me I booked a flight on the wrong day whether it can be fixed,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:35,2909753988,10/11/17 22:25,FALSE,neodev,1,43603766,VEN,,,186.24.4.226,I made a mistake and now I need to change my flight,That is not my travel day now I must change my flight,Can I change my flight for next week?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:45,2909683952,10/11/17 21:19,FALSE,clixsense,1,43624128,LKA,36,Colombo,123.231.107.173,"Please, I want to change my booking.",please kindly do this favor for me.,is there a additional charge?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:25,2909643258,10/11/17 21:16,FALSE,neodev,1,43642908,VEN,7,Valencia,190.79.79.9,good excuse I need to change my ticket date,what possibilities did it open to change the day of my flight,"I need to change the date of my trip, please",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:50,2909691298,10/11/17 21:48,FALSE,neodev,1,43644467,VEN,25,Caracas,190.204.151.234,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:17,2909631961,10/11/17 21:15,FALSE,neodev,1,43650485,EGY,11,Cairo,156.211.251.26,can i change the date ?,can i change the date ?,can i change the date ?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:45,2909684554,10/11/17 21:38,FALSE,neodev,1,43661460,VEN,,,190.207.59.93,"Sorry, I booked for the wrong day, could I change my flight?","I want to change the day of my flight, please",Can I change the day of my flight?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:55,2909780441,10/11/17 22:48,FALSE,clixsense,1,43661991,PAK,5,Karachi,111.88.150.92,No I booked it on the right day you need to check your database for the mistake.,Yes I made a mistake I want to change my travelling schedule.,Yes I made a mistake now I want to change the schedule Is it available?,You booked a flight for the wrong day and need to change it
1403461974,10/12/17 0:27,2909924375,10/12/17 0:20,FALSE,neodev,1,43690074,VEN,25,Caracas,186.188.70.36,I need another ticker,Can i change my ticket?,I need another fligh please,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:33,2909661231,10/11/17 21:18,FALSE,neodev,1,43700704,VEN,4,Maracay,200.93.85.111,How can I change my flight reservation?,I need to change my flight reservation,"I was wrong to book my flight, how do I change?",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:42,2909680278,10/11/17 21:16,FALSE,clixsense,1,43726491,UKR,9,Khmelnitskiy,46.252.216.42,Can I reissue the ticket for the date I need?,How much money do I need to pay for changing the date on the ticket?,What do you need to do to correct the date of the trip?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:18,2909632675,10/11/17 21:17,FALSE,neodev,1,43765666,VEN,7,Guacara,186.89.123.89,gdfnshjfdh,fsfssfnbfnfb,fgfFSEHETEA,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:32,2909658565,10/11/17 21:17,FALSE,neodev,1,43772050,VEN,,,190.79.26.39,"I was wrong by day, could you change the date?",I want you to change my flight date,"I am responsible for what happened, is there any chance of a date change?",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:39,2909676445,10/11/17 21:17,FALSE,neodev,1,43783122,EGY,17,Assiut,197.39.73.95,I want to change the date of my trip,I want to book a new date for my trip,I want to change the date of my trip from Saturday to Sunday please,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:29,2909652564,10/11/17 21:16,FALSE,clixsense,1,43784612,TUR,34,Istanbul,85.102.167.40,"Sorry, I just realized that I have booked my flight for a wrong day, can you help me to reschedule it?","Somehow I have made an error on my booking day, I want to change it, can you help me?","I hope I am not too late to  change my ticket reservation, can you help me please?",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:36,2909668811,10/11/17 21:16,FALSE,neodev,1,43799932,EGY,11,Cairo,197.39.170.251,i want to change the flight day please,what about changing the flight day please,is it available to change the flight day please,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:25,2909644969,10/11/17 21:19,FALSE,clixsense,1,43806607,VEN,25,Caracas,200.41.119.187,How can I reschedule my flight for another date?,I need to check availability for another day,I need assistance to change the day of my flight please,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 22:37,2909757515,10/11/17 22:18,FALSE,neodev,1,43825606,VEN,13,Barquisimeto,201.249.96.90,Could they change my flight ticket for another day ??,I would charge something extra for the ticket change ??,"Thank you so much, have a nice day.",You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:58,2909707132,10/11/17 21:50,FALSE,neodev,1,43891052,EGY,11,Cairo,41.237.73.219,i booked a flight for the wrong day can i change it ?,i would like to chaing the booked flight for the wrong day,can you please change it ?,You booked a flight for the wrong day and need to change it
1403461974,10/11/17 21:27,2909649310,10/11/17 21:16,FALSE,neodev,1,43911470,EGY,,,197.160.22.54,i want to change my flight date,can i change my flight date ?,how much i have to pay to change my flight date ?,You booked a flight for the wrong day and need to change it
1403461955,10/11/17 21:48,2909688816,10/11/17 21:28,FALSE,prodege,1,5551648,CAN,BC,Victoria,173.183.76.192,I would like a partial refund as the flight was very bad,as the flight was very bad I would like a partial refund,how do I get a partial refund for a very bad flight,You had a bad flight and want some money back
1403461955,10/11/17 22:14,2909729100,10/11/17 22:01,FALSE,clixsense,1,33330056,VEN,13,Barquisimeto,186.93.100.6,"I am very unhappy with the service of the airline and demand a refund, to whom should I go?","I have not received the services offered by the airline, I will report the case before the police and I will demand my money back",I have been placed in the tourist class and I have asked very explicitly the class V.I.P. I demand that the difference of the passage,You had a bad flight and want some money back
1403461955,10/11/17 22:27,2909743355,10/11/17 21:59,FALSE,clixsense,1,36522920,RUS,48,Moscow,91.78.29.125,"I would like to return money for a bad flight, how to do it?",Will I get the full amount?,When will i get money?,You had a bad flight and want some money back
1403461955,10/11/17 21:37,2909671114,10/11/17 21:30,FALSE,neodev,1,36720613,NGA,5,Lagos,129.56.12.42,I had a bad experience on the plane and would like some money back,I should be entitled to some money,I should be compensated for my bad experience on your plane,You had a bad flight and want some money back
1403461955,10/11/17 21:28,2909649457,10/11/17 21:25,FALSE,neodev,1,38366779,RUS,10,Bryansk,2.93.179.230,gjkdghaskjdg,gkdagkg k,jgkdasgk,You had a bad flight and want some money back
1403461955,10/11/17 22:59,2909786070,10/11/17 22:44,FALSE,clixsense,1,39078729,EGY,11,Cairo,41.237.4.122,"I want to make up for the disadvantages of the trip,can i?",Can I recover some of my money as compensation for the disadvantages of the trip?,Could some of my money be recovered as compensation for the disadvantages of the trip?,You had a bad flight and want some money back
1403461955,10/11/17 22:05,2909717285,10/11/17 21:59,FALSE,clixsense,1,39517779,GRC,13,Thessaloníki,46.12.194.97,Do you offer refund?,Can I ask for a refund?,Is it possible to get my money back?,You had a bad flight and want some money back
1403461955,10/11/17 23:08,2909798171,10/11/17 23:00,FALSE,clixsense,1,39767721,RUS,73,Kazan,188.162.195.224,I'd like to return the money!,My flight was terrible!,Give me money or bring me the book of complaints!,You had a bad flight and want some money back
1403461955,10/11/17 21:36,2909670143,10/11/17 21:31,FALSE,neodev,1,39912680,COL,2,Medellín,190.9.214.212,"I had a bad flight, can I get my money back?","My flight was heavy, I want my money.","What bad flight, will they give me my money back?",You had a bad flight and want some money back
1403461955,10/11/17 21:49,2909689733,10/11/17 21:28,FALSE,neodev,1,40141799,VEN,,,190.198.74.31,this flight was no what i expect!,"please i want my money back, this flight was bad!",what i need to do to recover my money back?,You had a bad flight and want some money back
1403461955,10/11/17 22:17,2909732929,10/11/17 21:59,FALSE,neodev,1,40214667,VEN,18,Acarigua,186.91.118.158,"Volar con uds me ha enfermado, a quien me dirijo para evitar que los demande?","Quien es responsable de tan pesimo vuelo, me darian un reconocimiento monetario para no mir al tribunal",A quien me dirijo para reclamar un reintegro por mal servicio en el vuelo?,You had a bad flight and want some money back
1403461955,10/11/17 21:29,2909653608,10/11/17 21:29,FALSE,neodev,1,40308306,VEN,25,Caracas,201.209.147.89,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,You had a bad flight and want some money back
1403461955,10/11/17 22:01,2909711083,10/11/17 21:54,FALSE,clixsense,1,40411309,IND,16,Mumbai,49.33.241.4,Where is the complaint department,what the process for partial refund,where is refund deparment,You had a bad flight and want some money back
1403461955,10/11/17 21:18,2909633244,10/11/17 21:18,FALSE,neodev,1,40956186,EGY,,,62.114.130.5,You want a refund,You want a refund,You want a refund,You had a bad flight and want some money back
1403461955,10/11/17 22:08,2909721522,10/11/17 22:00,FALSE,elite,1,41472139,EGY,3,Damanhour,197.43.27.149,I need a compensation for the bad flight we had.,We had a bad flight and you have to pay us some money back,I want some money back as a compensation.,You had a bad flight and want some money back
1403461955,10/11/17 21:35,2909667399,10/11/17 21:28,FALSE,neodev,1,41766417,VEN,4,Maracay,201.208.26.242,What happened to him on the flight?,Why do you ask for extra money?,tell me the reasons to be asking for this extra money?,You had a bad flight and want some money back
1403461955,10/11/17 21:37,2909671498,10/11/17 21:35,FALSE,neodev,1,41807814,VEN,25,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,You had a bad flight and want some money back
1403461955,10/11/17 22:09,2909721620,10/11/17 22:00,FALSE,clixsense,1,41904763,VEN,25,Caracas,190.36.114.90,it was a terrible flight I think they should give us back the money,was decadent the flight and does not meet the stipulated expectations that would give me to brighten the day,I think I will contact my lawyer because I do not comply with his services,You had a bad flight and want some money back
1403461955,10/11/17 21:33,2909662601,10/11/17 21:27,FALSE,neodev,1,42011823,VEN,4,Maracay,186.92.44.117,my fllight was horrible  i want my money back,my flight is delay for weather i want my money back,i don't wanna flight like these i want my money back,You had a bad flight and want some money back
1403461955,10/11/17 21:34,2909665046,10/11/17 21:31,FALSE,clixsense,1,42126087,GRC,35,Athens,89.210.133.40,I need a compensation for a bad flight,I need a compensation for a bad flight,I need a compensation for a bad flight,You had a bad flight and want some money back
1403461955,10/11/17 21:30,2909655497,10/11/17 21:27,FALSE,neodev,1,42740374,TUR,68,Ankara,176.88.29.229,i want to money back please help me?,i want to money back please help me? can you help ?,i want to money back please help me? how can you help ?,You had a bad flight and want some money back
1403461955,10/11/17 21:41,2909678749,10/11/17 21:27,FALSE,neodev,1,43603766,VEN,,,186.24.4.226,Could they compensate me with a refund of part of my money for the bad trip?,What a terrible flight they should repay the money,Lousy service and very expensive,You had a bad flight and want some money back
1403461955,10/11/17 21:39,2909675667,10/11/17 21:27,FALSE,neodev,1,43642821,EGY,,,156.198.110.44,my flight was too bad ineed to get some of my money back,can i get my money back,your services do not desirve any money ineed to get my money back,You had a bad flight and want some money back
1403461955,10/11/17 22:08,2909721016,10/11/17 22:01,FALSE,neodev,1,43642908,VEN,7,Valencia,190.79.79.9,I would like a compensation,I demand a remuneration,they must give me a compensation for the bad trip,You had a bad flight and want some money back
1403461955,10/11/17 21:42,2909679968,10/11/17 21:29,FALSE,neodev,1,43650202,EGY,,,156.202.79.127,I want my money,the fligt not very good,I want back my money,You had a bad flight and want some money back
1403461955,10/11/17 21:20,2909635079,10/11/17 21:19,FALSE,neodev,1,43650485,EGY,11,Cairo,156.211.251.26,Can you help me get a new flight?,Can you help me get a new flight?,Can you help me get a new flight?,You had a bad flight and want some money back
1403461955,10/11/17 22:14,2909728680,10/11/17 22:01,FALSE,neodev,1,43698317,EGY,11,Cairo,41.45.210.26,"I stumbled, I needed some money, please",I was a bad trip I needed money please,I need some money,You had a bad flight and want some money back
1403461955,10/11/17 22:02,2909713079,10/11/17 21:57,FALSE,neodev,1,43704247,VEN,23,Cabimas,190.77.18.38,The flight was terrible. Can you  give some of my money back?,"I need some of my money back, this flight was bad.","A bad flight, please give me some of my money back.",You had a bad flight and want some money back
1403461955,10/11/17 21:51,2909692629,10/11/17 21:30,FALSE,elite,1,43719755,PHL,21,Talisay,49.145.133.254,I want a refund for bad experience.,How can I request a refund?,Please improve your service.,You had a bad flight and want some money back
1403461955,10/11/17 21:20,2909635294,10/11/17 21:19,FALSE,neodev,1,43765666,VEN,7,Guacara,186.89.123.89,shfhsdhfdh,fhdfshdf,fhfdhfd,You had a bad flight and want some money back
1403461955,10/11/17 21:34,2909663951,10/11/17 21:27,FALSE,neodev,1,43777305,EGY,11,Cairo,41.42.70.235,get my money back !,i want ti get my money back because it was a bad flight,your flight doesn't deserve it's cost,You had a bad flight and want some money back
